OrderID,OrderDate,CustomerID,ProductID,StoreID,Quantity,Discount
900303,28-03-2026,7495,1077,211,9,0
900304,31-05-2026,7864,1049,205,4,0
900305,26-06-2026,7169,1035,201,3,500
900306,23-06-2026,7803,1095,213,5,500
900307,13-05-2026,6321,1062,220,6,0
900308,29-06-2026,6000,1045,203,7,1000
900309,10-03-2026,5861,1003,216,1,50
900310,23-05-2026,7261,1067,204,6,0
900311,21-03-2026,6834,1050,223,10,50
900312,10-05-2026,6692,1065,211,5,1000
900313,28-04-2026,5431,1089,208,1,500
900314,15-04-2026,6690,1055,206,5,1000
900315,19-06-2026,7768,1075,220,5,500
900316,16-05-2026,7093,1042,213,5,0
900317,06-06-2026,5279,1040,221,5,500
900318,18-05-2026,7030,1035,224,2,0
900319,23-02-2026,5592,1075,218,5,50
900320,11-05-2026,5870,1019,220,9,0
900321,01-03-2026,7236,1040,211,5,1000
900322,09-01-2026,7967,1080,221,4,1000
900323,07-05-2026,5620,1076,204,1,200
900324,07-06-2026,5866,1025,203,9,200
900325,23-02-2026,7040,1054,222,3,200
900326,10-04-2026,7430,1075,206,1,0
900327,06-05-2026,7310,1026,215,5,0
900328,19-03-2026,7883,1094,207,3,50
900329,21-05-2026,5717,1025,223,10,0
900330,19-05-2026,6925,1095,224,10,0
900331,05-05-2026,6527,1073,211,10,200
900332,02-04-2026,6683,1030,212,5,200
900333,30-05-2026,7503,1095,204,9,200
900334,09-02-2026,6364,1006,223,6,100
900335,18-05-2026,5673,1071,214,2,50
900336,20-04-2026,5771,1036,205,8,50
900337,06-01-2026,7606,1048,208,1,500
900338,09-01-2026,6949,1059,209,9,0
900339,12-04-2026,7457,1085,200,5,500
900340,14-03-2026,5363,1036,213,7,50
900341,06-05-2026,5912,1028,201,7,50
900342,23-01-2026,7718,1006,201,4,0
900343,14-02-2026,7731,1080,211,3,50
900344,25-04-2026,6129,1035,220,3,100
900345,08-01-2026,7602,1013,224,4,0
900346,28-03-2026,7181,1074,221,3,1000
900347,31-05-2026,6804,1073,217,4,1000
900348,27-05-2026,5434,1091,214,2,200
900349,08-04-2026,6995,1001,209,4,50
900350,11-01-2026,5225,1080,216,6,200
900351,21-03-2026,6553,1038,213,6,100
900352,04-01-2026,5639,1012,208,9,1000
900353,17-04-2026,5024,1044,206,3,100
900354,22-04-2026,5458,1039,201,6,1000
900355,14-02-2026,5618,1080,201,1,200
900356,24-04-2026,7650,1080,209,2,500
900357,03-03-2026,5303,1058,213,10,200
900358,21-05-2026,7733,1050,209,7,500
900359,12-04-2026,5633,1099,215,4,100
900360,05-05-2026,6425,1001,208,7,50
900361,15-05-2026,6854,1094,216,2,0
900362,15-03-2026,5180,1066,208,4,200
900363,20-06-2026,5383,1083,217,7,500
900364,25-02-2026,6517,1099,220,3,50
900365,17-03-2026,6092,1075,212,10,0
900366,04-06-2026,6294,1093,219,10,500
900367,23-05-2026,6764,1077,219,1,0
900368,28-01-2026,7727,1094,206,7,200
900369,27-03-2026,6223,1024,207,3,500
900370,24-05-2026,5100,1026,204,2,200
900371,16-06-2026,7098,1046,201,6,500
900372,20-06-2026,7354,1019,222,1,50
900373,31-03-2026,6517,1037,202,4,1000
900374,15-06-2026,7255,1096,213,2,50
900375,15-06-2026,6403,1031,219,5,0
900376,18-01-2026,7667,1086,201,5,500
900377,19-05-2026,5152,1006,214,4,500
900378,31-03-2026,6453,1020,203,2,100
900379,19-01-2026,6325,1056,201,3,1000
900380,06-06-2026,7013,1023,203,1,100
900381,23-05-2026,5057,1055,224,7,0
900382,13-03-2026,6785,1031,213,10,1000
900383,27-06-2026,7759,1007,215,2,1000
900384,04-01-2026,7289,1065,203,4,1000
900385,14-04-2026,7225,1018,205,3,200
900386,05-05-2026,5923,1097,213,1,500
900387,07-01-2026,5965,1008,223,4,1000
900388,01-06-2026,6894,1025,211,4,200
900389,01-02-2026,6678,1090,217,1,500
900390,09-02-2026,5689,1046,204,4,100
900391,09-02-2026,6777,1043,220,4,100
900392,06-04-2026,5572,1040,206,6,0
900393,06-04-2026,7852,1024,213,1,500
900394,01-04-2026,6479,1015,217,9,100
900395,02-03-2026,5711,1098,200,4,200
900396,31-01-2026,7846,1030,210,3,100
900397,14-06-2026,5311,1030,221,9,100
900398,02-06-2026,6956,1072,216,5,500
900399,30-05-2026,5031,1019,222,3,50
900400,25-06-2026,7720,1055,218,5,100
900401,20-01-2026,7503,1096,211,9,1000
900402,15-02-2026,5221,1073,215,1,200
900403,28-04-2026,6418,1069,201,4,50
900404,15-04-2026,5709,1021,204,6,100
900405,07-05-2026,5488,1062,211,3,0
900406,23-03-2026,6176,1066,218,10,1000
900407,30-04-2026,7538,1084,224,1,500
900408,28-05-2026,7849,1021,211,5,50
900409,28-04-2026,5940,1038,214,7,200
900410,30-04-2026,6867,1000,214,3,100
900411,22-05-2026,6070,1073,209,9,1000
900412,21-02-2026,6747,1042,205,8,1000
900413,19-03-2026,5108,1008,209,8,50
900414,24-05-2026,6936,1036,223,3,500
900415,09-01-2026,5326,1028,217,5,100
900416,10-05-2026,7533,1002,208,10,200
900417,18-05-2026,6396,1078,205,10,0
900418,19-04-2026,6235,1076,206,2,1000
900419,21-04-2026,5039,1060,215,4,0
900420,19-04-2026,6682,1067,215,5,50
900421,24-02-2026,6957,1056,221,1,0
900422,17-01-2026,5021,1079,200,9,100
900423,15-05-2026,7347,1056,200,5,200
900424,22-01-2026,5763,1096,221,8,200
900425,03-02-2026,5674,1098,222,5,100
900426,25-03-2026,5930,1051,204,6,0
900427,08-02-2026,6914,1004,215,1,0
900428,05-06-2026,7847,1037,208,7,100
900429,29-05-2026,7391,1093,222,8,1000
900430,30-01-2026,5368,1084,222,4,50
900431,13-05-2026,7722,1065,215,4,0
900432,27-06-2026,5711,1003,202,8,500
900433,19-06-2026,7563,1078,216,10,0
900434,19-01-2026,6857,1047,205,8,500
900435,29-06-2026,6254,1033,215,4,1000
900436,17-04-2026,6128,1075,207,5,0
900437,10-05-2026,5465,1049,209,3,1000
900438,09-03-2026,7195,1038,223,9,200
900439,18-04-2026,7516,1084,211,7,0
900440,16-04-2026,7994,1097,212,5,0
900441,15-03-2026,7176,1097,218,6,200
900442,09-01-2026,5283,1092,204,7,0
900443,02-04-2026,7408,1097,210,6,100
900444,17-05-2026,7059,1023,204,5,500
900445,24-03-2026,5799,1081,216,3,0
900446,17-04-2026,6430,1035,212,3,0
900447,06-01-2026,7794,1039,210,7,500
900448,12-04-2026,6318,1021,220,7,200
900449,23-04-2026,7803,1046,202,6,100
900450,01-04-2026,5312,1071,207,5,1000
900451,13-06-2026,7347,1055,206,6,500
900452,09-03-2026,6927,1081,222,2,50
900453,07-01-2026,7538,1085,221,5,0
900454,02-05-2026,5193,1017,208,5,0
900455,09-04-2026,6290,1068,206,8,50
900456,10-05-2026,5344,1007,223,7,100
900457,19-01-2026,5617,1086,219,1,50
900458,19-04-2026,6293,1038,221,3,200
900459,09-03-2026,7813,1081,214,10,0
900460,01-03-2026,7245,1036,206,9,0
900461,28-03-2026,7188,1041,209,9,500
900462,13-06-2026,6009,1020,214,6,500
900463,25-01-2026,5958,1049,211,1,200
900464,23-02-2026,6080,1038,223,7,200
900465,26-05-2026,6428,1011,221,9,1000
900466,24-02-2026,5443,1032,209,8,100
900467,17-05-2026,6258,1083,212,9,50
900468,29-05-2026,6424,1067,203,6,100
900469,19-06-2026,5643,1073,206,2,500
900470,19-03-2026,5592,1061,216,4,100
900471,25-02-2026,5138,1027,212,5,100
900472,01-04-2026,7709,1018,208,5,500
900473,11-02-2026,6289,1040,219,1,1000
900474,13-04-2026,7938,1046,211,10,200
900475,25-02-2026,7021,1094,222,3,200
900476,24-02-2026,6626,1093,205,2,100
900477,05-05-2026,6533,1083,220,8,200
900478,25-02-2026,5592,1070,212,1,500
900479,22-03-2026,5141,1011,220,9,100
900480,13-05-2026,6376,1074,201,1,50
900481,26-02-2026,7464,1059,223,2,0
900482,24-06-2026,7026,1038,224,2,500
900483,08-03-2026,7647,1023,217,6,200
900484,22-03-2026,7374,1057,218,4,50
900485,09-04-2026,6092,1098,218,9,1000
900486,08-03-2026,7763,1066,203,3,1000
900487,27-03-2026,5257,1035,218,9,200
900488,30-05-2026,7950,1052,208,3,200
900489,14-03-2026,5234,1039,214,3,0
900490,08-05-2026,6381,1024,220,6,1000
900491,24-06-2026,6401,1086,203,3,50
900492,04-04-2026,7117,1041,221,5,50
900493,27-02-2026,5158,1007,223,10,0
900494,04-01-2026,6034,1093,215,7,500
900495,04-03-2026,7223,1067,220,3,0
900496,17-01-2026,7715,1026,210,8,200
900497,20-05-2026,5995,1084,204,2,100
900498,29-03-2026,5419,1080,220,7,100
900499,14-05-2026,6155,1078,207,7,50
900500,16-02-2026,5303,1039,219,1,500
900501,20-03-2026,6882,1043,214,1,200
900502,10-02-2026,6479,1070,211,1,50
900503,08-02-2026,5899,1065,216,7,0
900504,24-04-2026,7237,1078,210,8,200
900505,22-05-2026,6736,1031,201,5,200
900506,31-01-2026,7916,1025,213,4,100
900507,15-02-2026,5722,1024,215,3,200
900508,26-01-2026,7979,1072,216,1,500
900509,04-05-2026,6180,1057,205,8,50
900510,21-01-2026,7230,1042,216,2,1000
900511,17-05-2026,6173,1005,215,6,100
900512,08-03-2026,7635,1039,209,3,500
900513,08-03-2026,7707,1052,212,1,0
900514,30-03-2026,6491,1048,224,7,200
900515,13-01-2026,7486,1067,201,9,200
900516,20-01-2026,5518,1051,217,9,200
900517,17-04-2026,7500,1070,212,1,1000
900518,25-06-2026,6310,1022,208,10,1000
900519,27-06-2026,7634,1071,202,7,50
900520,03-01-2026,6192,1028,216,4,50
900521,11-03-2026,5694,1000,202,9,200
900522,29-03-2026,5992,1002,200,4,1000
900523,25-01-2026,6588,1044,213,5,200
900524,18-04-2026,5712,1029,201,8,200
900525,30-03-2026,7987,1010,201,5,0
900526,06-03-2026,6279,1001,212,10,100
900527,18-01-2026,6756,1024,215,8,1000
900528,07-01-2026,7218,1083,210,8,50
900529,03-01-2026,6714,1004,218,8,1000
900530,14-01-2026,7113,1005,208,5,100
900531,09-03-2026,5989,1002,217,10,0
900532,26-03-2026,5746,1006,204,2,500
900533,08-01-2026,5677,1026,211,8,0
900534,01-05-2026,7112,1073,222,2,500
900535,30-01-2026,5124,1043,203,1,1000
900536,13-06-2026,6347,1052,224,9,1000
900537,03-05-2026,7120,1061,221,7,200
900538,28-01-2026,5025,1075,224,5,200
900539,01-02-2026,7264,1003,200,9,1000
900540,25-01-2026,6313,1058,205,3,50
900541,17-04-2026,7298,1070,204,4,500
900542,06-05-2026,6775,1095,214,2,0
900543,13-01-2026,7551,1037,218,2,50
900544,13-02-2026,5755,1007,207,4,50
900545,01-06-2026,6609,1027,207,6,1000
900546,20-06-2026,7042,1030,212,3,50
900547,16-02-2026,5966,1086,223,9,200
900548,11-03-2026,5366,1021,204,4,0
900549,13-06-2026,5285,1020,224,9,500
900550,16-02-2026,7535,1046,222,6,200
900551,26-02-2026,5946,1093,206,5,50
900552,28-06-2026,5138,1088,211,8,500
900553,27-02-2026,7440,1029,222,4,500
900554,17-04-2026,6883,1065,213,9,50
900555,24-02-2026,7789,1026,200,6,200
900556,31-05-2026,6836,1009,209,2,1000
900557,01-04-2026,6055,1061,212,6,500
900558,16-01-2026,5347,1044,208,4,0
900559,30-03-2026,7380,1047,207,4,100
900560,23-05-2026,6285,1027,207,3,50
900561,18-04-2026,6267,1083,207,9,500
900562,14-05-2026,5494,1065,203,8,0
900563,18-04-2026,5310,1009,205,10,500
900564,17-04-2026,6288,1081,224,1,50
900565,27-03-2026,5213,1073,217,9,100
900566,16-02-2026,7834,1066,211,7,200
900567,08-06-2026,5562,1040,208,5,100
900568,17-03-2026,6882,1096,221,5,50
900569,13-01-2026,5872,1098,224,4,500
900570,29-04-2026,5019,1035,212,2,100
900571,05-01-2026,7957,1010,215,7,200
900572,15-03-2026,6463,1003,224,4,0
900573,04-06-2026,6227,1086,223,4,200
900574,13-02-2026,5542,1098,207,6,50
900575,27-06-2026,5720,1062,220,1,500
900576,14-01-2026,7509,1067,213,4,0
900577,21-04-2026,7227,1051,212,9,100
900578,01-02-2026,6424,1029,208,9,0
900579,24-06-2026,6579,1012,222,9,1000
900580,26-04-2026,5674,1024,212,8,0
900581,05-06-2026,5438,1025,213,7,50
900582,05-04-2026,6420,1069,217,3,50
900583,13-05-2026,6511,1053,217,9,0
900584,22-01-2026,5955,1004,212,8,1000
900585,09-03-2026,7328,1082,200,3,1000
900586,19-02-2026,5065,1031,206,4,1000
900587,24-06-2026,7149,1082,212,6,200
900588,19-02-2026,6896,1040,210,7,500
900589,13-02-2026,6090,1013,222,3,500
900590,17-02-2026,6094,1052,205,5,500
900591,31-01-2026,5925,1001,208,4,50
900592,15-03-2026,7042,1062,216,9,0
900593,15-06-2026,7417,1092,209,3,200
900594,25-06-2026,7984,1014,208,8,1000
900595,07-05-2026,6447,1055,204,4,1000
900596,25-01-2026,6907,1078,214,6,0
900597,22-05-2026,5281,1081,220,7,200
900598,15-03-2026,5188,1053,215,9,0
900599,24-02-2026,7892,1088,224,7,50
900600,13-01-2026,5258,1069,208,2,1000
900601,22-06-2026,7476,1027,212,5,0
900602,20-05-2026,5526,1063,201,7,1000
900603,01-02-2026,6647,1040,222,8,100
900604,28-05-2026,7311,1069,207,3,0
900605,28-04-2026,7063,1050,221,9,100
900606,15-02-2026,6634,1044,202,6,200
900607,13-04-2026,6912,1094,204,4,200
900608,02-06-2026,5310,1084,208,7,1000
900609,24-02-2026,5997,1077,205,7,1000
900610,02-03-2026,7391,1034,213,2,500
900611,20-05-2026,7712,1093,223,6,0
900612,06-05-2026,6517,1099,215,8,200
900613,31-03-2026,5089,1012,213,5,1000
900614,23-03-2026,6851,1058,217,3,200
900615,23-03-2026,5614,1069,201,5,100
900616,12-03-2026,6462,1035,206,4,100
900617,01-03-2026,7802,1035,203,7,100
900618,23-03-2026,7372,1009,209,7,1000
900619,27-01-2026,7057,1039,209,7,50
900620,17-02-2026,7840,1019,221,4,1000
900621,20-01-2026,7600,1072,203,6,100
900622,24-04-2026,5069,1036,217,6,500
900623,23-02-2026,6036,1005,215,10,0
900624,24-01-2026,5942,1066,202,9,50
900625,16-02-2026,6121,1044,202,9,500
900626,25-05-2026,5888,1059,210,9,1000
900627,02-02-2026,6433,1099,211,3,1000
